product_name,description,main_category,sub_category,target_group,product_type,features,tags,attributes,price
Çocuk Su Geçirmez Bot,"Okul, dış mekan kullanımı için su geçirmez ve sıcak tutan özellikli çocuk bot modeli.",Ayakkabı,Bot,Çocuk,Çocuk Bot,"su geçirmez,sıcak tutan,kaymaz","çocuk,bot,kış,su geçirmez","{""mevsim"":[""kış""],""kullanim"":[""okul"",""dış mekan""],""ortam"":[""kar"",""yağmur""],""ozellik"":[""su geçirmez"",""sıcak tutan"",""kaymaz""]}",1299
Kadın Hafif Spor Ayakkabı,"Spor, günlük kullanımı için hafif ve esnek özellikli spor ayakkabı modeli.",Ayakkabı,Spor Ayakkabı,Kadın,Spor Ayakkabı,"hafif,esnek,nefes alabilir","kadın,spor,hafif,ayakkabı","{""mevsim"":[""ilkbahar"",""yaz""],""kullanim"":[""spor"",""günlük""],""ortam"":[""spor salonu"",""şehir""],""ozellik"":[""hafif"",""esnek"",""nefes alabilir""]}",1599
Erkek Hafif Spor Ayakkabı,"Spor, günlük kullanımı için hafif ve esnek özellikli spor ayakkabı modeli.",Ayakkabı,Spor Ayakkabı,Erkek,Spor Ayakkabı,"hafif,esnek,rahat","erkek,spor,hafif,ayakkabı","{""mevsim"":[""ilkbahar"",""yaz""],""kullanim"":[""spor"",""günlük""],""ortam"":[""spor salonu"",""şehir""],""ozellik"":[""hafif"",""esnek"",""rahat""]}",1699
Biotin Destekli Şampuan,Güçlendirici ve biotin özellikleriyle günlük bakım ihtiyacına yönelik şampuan.,Kişisel Bakım,Saç Bakımı,Unisex,Şampuan,"güçlendirici,biotin,dökülme karşıtı","saç dökülmesi,biotin,şampuan,güçlendirici","{""problem"":[""saç dökülmesi"",""zayıf saç""],""urun_tipi"":[""Şampuan""],""sac_tipi"":[""tüm saç tipleri""],""ozellik"":[""güçlendirici"",""biotin"",""dökülme karşıtı""]}",279
Argan Yağlı Şampuan,Nemlendirici ve argan yağlı özellikleriyle günlük bakım ihtiyacına yönelik şampuan.,Kişisel Bakım,Saç Bakımı,Unisex,Şampuan,"nemlendirici,argan yağlı,yumuşatıcı","argan,kuru saç,şampuan,nem","{""problem"":[""kuruluk"",""mat saç""],""urun_tipi"":[""Şampuan""],""sac_tipi"":[""kuru saç""],""ozellik"":[""nemlendirici"",""argan yağlı"",""yumuşatıcı""]}",259
Hassas Saç Derisi Şampuanı,Hassas ve nazik temizleyici özellikleriyle günlük bakım ihtiyacına yönelik şampuan.,Kişisel Bakım,Saç Bakımı,Unisex,Şampuan,"hassas,nazik temizleyici,rahatlatıcı","hassas saç derisi,şampuan,nazik,bakım","{""problem"":[""hassas saç derisi""],""urun_tipi"":[""Şampuan""],""sac_tipi"":[""hassas saç derisi""],""ozellik"":[""hassas"",""nazik temizleyici"",""rahatlatıcı""]}",249
Onarıcı Saç Kremi,Onarıcı ve yumuşatıcı özellikleriyle günlük bakım ihtiyacına yönelik saç kremi.,Kişisel Bakım,Saç Bakımı,Unisex,Saç Kremi,"onarıcı,yumuşatıcı,kolay tarama","saç kremi,yıpranmış saç,onarım,bakım","{""problem"":[""yıpranma"",""kırılma""],""urun_tipi"":[""Saç Kremi""],""sac_tipi"":[""yıpranmış saç""],""ozellik"":[""onarıcı"",""yumuşatıcı"",""kolay tarama""]}",199
Kuru Saçlar İçin Saç Kremi,Nemlendirici ve besleyici özellikleriyle günlük bakım ihtiyacına yönelik saç kremi.,Kişisel Bakım,Saç Bakımı,Unisex,Saç Kremi,"nemlendirici,besleyici,yumuşatıcı","kuru saç,saç kremi,nem,besleyici","{""problem"":[""kuruluk""],""urun_tipi"":[""Saç Kremi""],""sac_tipi"":[""kuru saç""],""ozellik"":[""nemlendirici"",""besleyici"",""yumuşatıcı""]}",209
Isı Koruyucu Saç Spreyi,Isı koruyucu ve hafif özellikleriyle günlük bakım ihtiyacına yönelik saç spreyi.,Kişisel Bakım,Saç Bakımı,Unisex,Saç Spreyi,"ısı koruyucu,hafif,günlük","ısı koruyucu,saç spreyi,fön,düzleştirici","{""problem"":[""ısı hasarı""],""urun_tipi"":[""Saç Spreyi""],""sac_tipi"":[""tüm saç tipleri""],""ozellik"":[""ısı koruyucu"",""hafif"",""günlük""]}",229
Bukle Belirginleştirici Krem,Bukle belirginleştirici ve nemlendirici özellikleriyle günlük bakım ihtiyacına yönelik saç kremi.,Kişisel Bakım,Saç Bakımı,Unisex,Saç Kremi,"bukle belirginleştirici,nemlendirici,elektriklenme karşıtı","kıvırcık saç,bukle,krem,elektriklenme","{""problem"":[""elektriklenme"",""bukle kaybı""],""urun_tipi"":[""Saç Kremi""],""sac_tipi"":[""kıvırcık saç""],""ozellik"":[""bukle belirginleştirici"",""nemlendirici"",""elektriklenme karşıtı""]}",299
Yağ Dengeleyici Yüz Jeli,Yağ dengeleyici ve temizleyici özellikleriyle günlük bakım ihtiyacına yönelik temizleyici.,Kişisel Bakım,Cilt Bakımı,Unisex,Temizleyici,"yağ dengeleyici,temizleyici,ferahlatıcı","yüz temizleme,yağlı cilt,jel,ferah","{""problem"":[""yağlanma""],""cilt_tipi"":[""yağlı cilt""],""kullanim"":[""sabah"",""akşam""],""urun_tipi"":[""Temizleyici""],""ozellik"":[""yağ dengeleyici"",""temizleyici"",""ferahlatıcı""]}",249
Hassas Cilt Nemlendiricisi,Hassas cilt ve parfümsüz özellikleriyle günlük bakım ihtiyacına yönelik nemlendirici.,Kişisel Bakım,Cilt Bakımı,Unisex,Nemlendirici,"hassas cilt,parfümsüz,nemlendirici","hassas cilt,nemlendirici,parfümsüz,yüz kremi","{""problem"":[""kuruluk"",""hassasiyet""],""cilt_tipi"":[""hassas cilt""],""kullanim"":[""günlük""],""urun_tipi"":[""Nemlendirici""],""ozellik"":[""hassas cilt"",""parfümsüz"",""nemlendirici""]}",399
Karma Ciltler İçin Tonik,Dengeleyici ve gözenek bakımı özellikleriyle günlük bakım ihtiyacına yönelik tonik.,Kişisel Bakım,Cilt Bakımı,Unisex,Tonik,"dengeleyici,gözenek bakımı,ferahlatıcı","tonik,karma cilt,gözenek,cilt bakımı","{""problem"":[""gözenek görünümü""],""cilt_tipi"":[""karma cilt""],""kullanim"":[""akşam""],""urun_tipi"":[""Tonik""],""ozellik"":[""dengeleyici"",""gözenek bakımı"",""ferahlatıcı""]}",279
Leke Karşıtı Cilt Serumu,Leke karşıtı ve aydınlatıcı özellikleriyle günlük bakım ihtiyacına yönelik cilt serumu.,Kişisel Bakım,Cilt Bakımı,Unisex,Cilt Serumu,"leke karşıtı,aydınlatıcı,ton eşitleyici","leke,serum,cilt tonu,aydınlatıcı","{""problem"":[""leke"",""cilt tonu eşitsizliği""],""cilt_tipi"":[""tüm cilt tipleri""],""kullanim"":[""akşam""],""urun_tipi"":[""Cilt Serumu""],""ozellik"":[""leke karşıtı"",""aydınlatıcı"",""ton eşitleyici""]}",699
C Vitamini Serum,C vitamini ve aydınlatıcı özellikleriyle günlük bakım ihtiyacına yönelik cilt serumu.,Kişisel Bakım,Cilt Bakımı,Unisex,Cilt Serumu,"C vitamini,aydınlatıcı,antioksidan","c vitamini,serum,aydınlatıcı,cilt bakımı","{""problem"":[""mat cilt""],""cilt_tipi"":[""tüm cilt tipleri""],""kullanim"":[""sabah""],""urun_tipi"":[""Cilt Serumu""],""ozellik"":[""C vitamini"",""aydınlatıcı"",""antioksidan""]}",599
Hyaluronik Asit Serum,Yoğun nem ve hyaluronik asit özellikleriyle günlük bakım ihtiyacına yönelik cilt serumu.,Kişisel Bakım,Cilt Bakımı,Unisex,Cilt Serumu,"yoğun nem,hyaluronik asit,dolgunlaştırıcı","hyaluronik asit,serum,nem,kuruluk","{""problem"":[""kuruluk""],""cilt_tipi"":[""kuru cilt"",""normal cilt""],""kullanim"":[""sabah"",""akşam""],""urun_tipi"":[""Cilt Serumu""],""ozellik"":[""yoğun nem"",""hyaluronik asit"",""dolgunlaştırıcı""]}",549
Matlaştırıcı Güneş Kremi SPF50,Spf50 ve mat bitiş özellikleriyle günlük bakım ihtiyacına yönelik güneş kremi.,Kişisel Bakım,Cilt Bakımı,Unisex,Güneş Kremi,"SPF50,mat bitiş,hafif","güneş kremi,spf50,yağlı cilt,mat","{""problem"":[""güneş koruması"",""parlama""],""cilt_tipi"":[""yağlı cilt""],""mevsim"":[""yaz""],""urun_tipi"":[""Güneş Kremi""],""ozellik"":[""SPF50"",""mat bitiş"",""hafif""]}",389
Çocuk Güneş Kremi SPF50,Spf50 ve çocuklara uygun özellikleriyle günlük bakım ihtiyacına yönelik güneş kremi.,Kişisel Bakım,Cilt Bakımı,Çocuk,Güneş Kremi,"SPF50,çocuklara uygun,suya dayanıklı","çocuk,güneş kremi,spf,yaz","{""problem"":[""güneş koruması""],""cilt_tipi"":[""hassas cilt""],""mevsim"":[""yaz""],""urun_tipi"":[""Güneş Kremi""],""ozellik"":[""SPF50"",""çocuklara uygun"",""suya dayanıklı""]}",429
Kuru Eller İçin Yoğun El Kremi,Yoğun nem ve onarıcı özellikleriyle günlük bakım ihtiyacına yönelik el kremi.,Kişisel Bakım,Cilt Bakımı,Unisex,El Kremi,"yoğun nem,onarıcı,hızlı emilen","el kremi,kuru el,çatlak,nem","{""problem"":[""kuru el"",""çatlak""],""cilt_tipi"":[""kuru cilt""],""kullanim"":[""günlük""],""urun_tipi"":[""El Kremi""],""ozellik"":[""yoğun nem"",""onarıcı"",""hızlı emilen""]}",149
Dudak Nemlendirici Balm,Nemlendirici ve koruyucu özellikleriyle günlük bakım ihtiyacına yönelik dudak balmı.,Kişisel Bakım,Cilt Bakımı,Unisex,Dudak Balmı,"nemlendirici,koruyucu,renksiz","dudak balmı,kuruluk,nem,kış","{""problem"":[""dudak kuruluğu""],""kullanim"":[""günlük""],""mevsim"":[""kış"",""yaz""],""urun_tipi"":[""Dudak Balmı""],""ozellik"":[""nemlendirici"",""koruyucu"",""renksiz""]}",99
Aktif Karbon Diş Macunu,Aktif karbon ve beyazlatıcı özellikleriyle günlük bakım ihtiyacına yönelik diş macunu.,Kişisel Bakım,Ağız Bakımı,Unisex,Diş Macunu,"aktif karbon,beyazlatıcı,ferah nefes","diş macunu,aktif karbon,beyazlatma,ağız","{""problem"":[""diş sararması""],""kullanim"":[""günlük""],""urun_tipi"":[""Diş Macunu""],""ozellik"":[""aktif karbon"",""beyazlatıcı"",""ferah nefes""]}",139
Hassas Dişler İçin Diş Macunu,Hassas diş ve koruyucu özellikleriyle günlük bakım ihtiyacına yönelik diş macunu.,Kişisel Bakım,Ağız Bakımı,Unisex,Diş Macunu,"hassas diş,koruyucu,ferah","hassas diş,diş macunu,ağız bakımı,koruma","{""problem"":[""diş hassasiyeti""],""kullanim"":[""günlük""],""urun_tipi"":[""Diş Macunu""],""ozellik"":[""hassas diş"",""koruyucu"",""ferah""]}",149
Çocuk Diş Fırçası Yumuşak,Yumuşak kıllı ve çocuklara uygun özellikleriyle günlük bakım ihtiyacına yönelik diş fırçası.,Kişisel Bakım,Ağız Bakımı,Çocuk,Diş Fırçası,"yumuşak kıllı,çocuklara uygun,renkli","çocuk,diş fırçası,yumuşak,ağız bakımı","{""problem"":[""günlük ağız bakımı""],""kullanim"":[""günlük""],""hedef"":[""çocuk""],""urun_tipi"":[""Diş Fırçası""],""ozellik"":[""yumuşak kıllı"",""çocuklara uygun"",""renkli""]}",89
Elektrikli Diş Fırçası,Şarjlı ve zamanlayıcı özellikleriyle günlük bakım ihtiyacına yönelik diş fırçası.,Kişisel Bakım,Ağız Bakımı,Unisex,Diş Fırçası,"şarjlı,zamanlayıcı,derin temizlik","elektrikli diş fırçası,şarjlı,ağız bakımı,temizlik","{""problem"":[""plak""],""kullanim"":[""günlük""],""baglanti"":[""şarjlı""],""urun_tipi"":[""Diş Fırçası""],""ozellik"":[""şarjlı"",""zamanlayıcı"",""derin temizlik""]}",899
Kadın Ferah Yaz Parfümü,Ferah ve çiçeksi özellikleriyle günlük bakım ihtiyacına yönelik parfüm.,Kişisel Bakım,Parfüm,Kadın,Parfüm,"ferah,çiçeksi,hafif","kadın,parfüm,ferah,yaz","{""koku_ailesi"":[""çiçeksi"",""ferah""],""kullanim"":[""günlük""],""mevsim"":[""yaz""],""urun_tipi"":[""Parfüm""],""ozellik"":[""ferah"",""çiçeksi"",""hafif""]}",999
Erkek Baharatlı Parfüm,Baharatlı ve kalıcı özellikleriyle günlük bakım ihtiyacına yönelik parfüm.,Kişisel Bakım,Parfüm,Erkek,Parfüm,"baharatlı,kalıcı,maskülen","erkek,parfüm,baharatlı,kalıcı","{""koku_ailesi"":[""baharatlı""],""kullanim"":[""özel gün"",""akşam""],""urun_tipi"":[""Parfüm""],""ozellik"":[""baharatlı"",""kalıcı"",""maskülen""]}",1299
Unisex Ferah Narenciye Parfüm,Narenciye ve ferah özellikleriyle günlük bakım ihtiyacına yönelik parfüm.,Kişisel Bakım,Parfüm,Unisex,Parfüm,"narenciye,ferah,unisex","unisex,parfüm,narenciye,günlük","{""koku_ailesi"":[""narenciye"",""ferah""],""kullanim"":[""günlük""],""mevsim"":[""yaz""],""urun_tipi"":[""Parfüm""],""ozellik"":[""narenciye"",""ferah"",""unisex""]}",1199
Duş Sonrası Vücut Losyonu,Nemlendirici ve hızlı emilen özellikleriyle günlük bakım ihtiyacına yönelik vücut losyonu.,Kişisel Bakım,Cilt Bakımı,Unisex,Vücut Losyonu,"nemlendirici,hızlı emilen,yumuşatıcı","vücut losyonu,duş sonrası,nem,cilt","{""problem"":[""kuruluk""],""kullanim"":[""duş sonrası""],""cilt_tipi"":[""tüm cilt tipleri""],""urun_tipi"":[""Vücut Losyonu""],""ozellik"":[""nemlendirici"",""hızlı emilen"",""yumuşatıcı""]}",229
Aromatik Vücut Spreyi,Ferah ve aromatik özellikleriyle günlük bakım ihtiyacına yönelik vücut spreyi.,Kişisel Bakım,Parfüm,Unisex,Vücut Spreyi,"ferah,aromatik,hafif","vücut spreyi,ferah,günlük,koku","{""koku_ailesi"":[""ferah""],""kullanim"":[""günlük"",""spor sonrası""],""urun_tipi"":[""Vücut Spreyi""],""ozellik"":[""ferah"",""aromatik"",""hafif""]}",179
Erkek Tıraş Sonrası Balm,Yatıştırıcı ve nemlendirici özellikleriyle günlük bakım ihtiyacına yönelik tıraş balmı.,Kişisel Bakım,Tıraş Bakımı,Erkek,Tıraş Balmı,"yatıştırıcı,nemlendirici,hassas cilt","tıraş sonrası,balm,erkek,hassas","{""problem"":[""tıraş tahrişi""],""cilt_tipi"":[""hassas cilt""],""kullanim"":[""tıraş sonrası""],""urun_tipi"":[""Tıraş Balmı""],""ozellik"":[""yatıştırıcı"",""nemlendirici"",""hassas cilt""]}",249
Sakal Bakım Yağı,Besleyici ve yumuşatıcı özellikleriyle günlük bakım ihtiyacına yönelik sakal yağı.,Kişisel Bakım,Tıraş Bakımı,Erkek,Sakal Yağı,"besleyici,yumuşatıcı,parlaklık","sakal yağı,erkek,bakım,yumuşatıcı","{""problem"":[""sert sakal""],""kullanim"":[""günlük""],""hedef"":[""sakal bakımı""],""urun_tipi"":[""Sakal Yağı""],""ozellik"":[""besleyici"",""yumuşatıcı"",""parlaklık""]}",299
Tırnak Bakım Yağı,Besleyici ve güçlendirici özellikleriyle günlük bakım ihtiyacına yönelik tırnak yağı.,Kişisel Bakım,Cilt Bakımı,Unisex,Tırnak Yağı,"besleyici,güçlendirici,hızlı emilen","tırnak bakımı,tırnak yağı,güçlendirici,bakım","{""problem"":[""zayıf tırnak""],""kullanim"":[""günlük""],""urun_tipi"":[""Tırnak Yağı""],""ozellik"":[""besleyici"",""güçlendirici"",""hızlı emilen""]}",159
Ayak Bakım Kremi,Nemlendirici ve onarıcı özellikleriyle günlük bakım ihtiyacına yönelik ayak kremi.,Kişisel Bakım,Cilt Bakımı,Unisex,Ayak Kremi,"nemlendirici,onarıcı,yoğun bakım","ayak kremi,topuk çatlağı,nem,bakım","{""problem"":[""topuk kuruluğu"",""çatlak""],""kullanim"":[""gece""],""urun_tipi"":[""Ayak Kremi""],""ozellik"":[""nemlendirici"",""onarıcı"",""yoğun bakım""]}",199
Arındırıcı Kil Maskesi,Arındırıcı ve kil özellikleriyle günlük bakım ihtiyacına yönelik yüz maskesi.,Kişisel Bakım,Cilt Bakımı,Unisex,Yüz Maskesi,"arındırıcı,kil,gözenek bakımı","kil maskesi,gözenek,yağlı cilt,arındırıcı","{""problem"":[""gözenek"",""yağlanma""],""cilt_tipi"":[""yağlı cilt"",""karma cilt""],""kullanim"":[""haftalık""],""urun_tipi"":[""Yüz Maskesi""],""ozellik"":[""arındırıcı"",""kil"",""gözenek bakımı""]}",249
Aktif Gürültü Engelleyen Kulaklık,"Müzik, seyahat için aktif gürültü engelleme ve bluetooth özellikli kulaklık.",Elektronik,Ses,Unisex,Kulaklık,"aktif gürültü engelleme,bluetooth,uzun pil","kulaklık,gürültü engelleme,bluetooth,müzik","{""baglanti"":[""bluetooth""],""kullanim"":[""müzik"",""seyahat""],""ozellik"":[""aktif gürültü engelleme"",""bluetooth"",""uzun pil""]}",2499
Spor Kulak İçi Kulaklık,"Spor, koşu için ter dayanıklı ve bluetooth özellikli kulak i̇çi kulaklık.",Elektronik,Ses,Unisex,Kulak İçi Kulaklık,"ter dayanıklı,bluetooth,kompakt","spor,kulaklık,bluetooth,koşu","{""baglanti"":[""bluetooth""],""kullanim"":[""spor"",""koşu""],""ozellik"":[""ter dayanıklı"",""bluetooth"",""kompakt""]}",1299
Mikrofonlu USB Kulaklık,"Toplantı, uzaktan çalışma için USB ve mikrofonlu özellikli kulaklık.",Elektronik,Ses,Unisex,Kulaklık,"USB,mikrofonlu,ofis","kulaklık,mikrofon,uzaktan çalışma,usb","{""baglanti"":[""USB""],""kullanim"":[""toplantı"",""uzaktan çalışma""],""ozellik"":[""USB"",""mikrofonlu"",""ofis""]}",799
Taşınabilir Mini Hoparlör,"Müzik, piknik için bluetooth ve kompakt özellikli bluetooth hoparlör.",Elektronik,Ses,Unisex,Bluetooth Hoparlör,"bluetooth,kompakt,güçlü ses","hoparlör,bluetooth,taşınabilir,müzik","{""baglanti"":[""bluetooth""],""kullanim"":[""müzik"",""piknik""],""ozellik"":[""bluetooth"",""kompakt"",""güçlü ses""]}",699
Oyuncu Mikrofonu USB,"Oyun, yayın, podcast için USB ve yayıncı özellikli mikrofon.",Elektronik,Ses,Unisex,Mikrofon,"USB,yayıncı,net ses","mikrofon,oyun,yayın,usb","{""baglanti"":[""USB""],""kullanim"":[""oyun"",""yayın"",""podcast""],""ozellik"":[""USB"",""yayıncı"",""net ses""]}",1499
Sessiz Kablosuz Klavye,"Ofis, bilgisayar için kablosuz ve sessiz özellikli klavye.",Elektronik,Bilgisayar,Unisex,Klavye,"kablosuz,sessiz,kompakt","klavye,kablosuz,ofis,sessiz","{""baglanti"":[""kablosuz""],""kullanim"":[""ofis"",""bilgisayar""],""ozellik"":[""kablosuz"",""sessiz"",""kompakt""]}",799
Ergonomik Dikey Mouse,"Ofis, uzun kullanım için ergonomik ve kablosuz özellikli mouse.",Elektronik,Bilgisayar,Unisex,Mouse,"ergonomik,kablosuz,dikey tasarım","mouse,ergonomik,ofis,kablosuz","{""baglanti"":[""kablosuz""],""kullanim"":[""ofis"",""uzun kullanım""],""ozellik"":[""ergonomik"",""kablosuz"",""dikey tasarım""]}",699
RGB Mouse Pad Büyük,"Oyun, bilgisayar için RGB ve büyük boy özellikli mouse pad.",Elektronik,Bilgisayar,Unisex,Mouse Pad,"RGB,büyük boy,kaymaz","mouse pad,rgb,oyun,büyük","{""baglanti"":[""USB""],""kullanim"":[""oyun"",""bilgisayar""],""ozellik"":[""RGB"",""büyük boy"",""kaymaz""]}",499
Laptop Standı Alüminyum,"Ofis, laptop için alüminyum ve ergonomik özellikli laptop standı.",Elektronik,Bilgisayar,Unisex,Laptop Standı,"alüminyum,ergonomik,katlanabilir","laptop standı,ofis,ergonomik,alüminyum","{""kullanim"":[""ofis"",""laptop""],""malzeme"":[""alüminyum""],""ozellik"":[""alüminyum"",""ergonomik"",""katlanabilir""]}",699
Taşınabilir SSD 1TB,Depolama için 1TB ve hızlı aktarım özellikli ssd.,Elektronik,Bilgisayar,Unisex,SSD,"1TB,hızlı aktarım,taşınabilir","ssd,1tb,depolama,taşınabilir","{""kapasite"":[""1TB""],""baglanti"":[""USB-C""],""kullanim"":[""depolama""],""ozellik"":[""1TB"",""hızlı aktarım"",""taşınabilir""]}",2499
USB-C Çoklayıcı Hub,"Laptop, ofis için USB-C ve HDMI özellikli usb hub.",Elektronik,Bilgisayar,Unisex,USB Hub,"USB-C,HDMI,çoklu port","usb hub,type-c,hdmi,laptop","{""baglanti"":[""USB-C"",""HDMI""],""kullanim"":[""laptop"",""ofis""],""ozellik"":[""USB-C"",""HDMI"",""çoklu port""]}",899
Telefon Tripod Standı,"Video çekimi, canlı yayın için ayarlanabilir ve tripod özellikli telefon standı.",Elektronik,Telefon Aksesuarı,Unisex,Telefon Standı,"ayarlanabilir,tripod,hafif","telefon standı,tripod,video,çekim","{""kullanim"":[""video çekimi"",""canlı yayın""],""ozellik"":[""ayarlanabilir"",""tripod"",""hafif""]}",399
Manyetik Kablosuz Powerbank,Telefon şarjı için manyetik ve kablosuz şarj özellikli powerbank.,Elektronik,Telefon Aksesuarı,Unisex,Powerbank,"manyetik,kablosuz şarj,kompakt","powerbank,manyetik,kablosuz şarj,telefon","{""kapasite"":[""10000mAh""],""kullanim"":[""telefon şarjı""],""ozellik"":[""manyetik"",""kablosuz şarj"",""kompakt""]}",1299
Type-C Hızlı Şarj Adaptörü,Telefon şarjı için Type-C ve hızlı şarj özellikli şarj adaptörü.,Elektronik,Telefon Aksesuarı,Unisex,Şarj Adaptörü,"Type-C,hızlı şarj,kompakt","şarj adaptörü,type-c,hızlı şarj,telefon","{""baglanti"":[""Type-C""],""kullanim"":[""telefon şarjı""],""ozellik"":[""Type-C"",""hızlı şarj"",""kompakt""]}",499
Telefon Ekran Koruyucu Cam,Telefon koruma için temperli cam ve darbe koruma özellikli ekran koruyucu.,Elektronik,Telefon Aksesuarı,Unisex,Ekran Koruyucu,"temperli cam,darbe koruma,şeffaf","ekran koruyucu,telefon,cam,koruma","{""kullanim"":[""telefon koruma""],""malzeme"":[""temperli cam""],""ozellik"":[""temperli cam"",""darbe koruma"",""şeffaf""]}",149
Akıllı Saat Çocuk GPS,"Konum takibi, arama için GPS ve arama özellikli akıllı saat.",Elektronik,Giyilebilir Teknoloji,Çocuk,Akıllı Saat,"GPS,arama,çocuklara uygun","çocuk,akıllı saat,gps,güvenlik","{""baglanti"":[""GPS"",""SIM""],""kullanim"":[""konum takibi"",""arama""],""ozellik"":[""GPS"",""arama"",""çocuklara uygun""]}",1999
Akıllı Tartı Bluetooth,"Sağlık takibi, fitness için bluetooth ve vücut analizi özellikli akıllı tartı.",Elektronik,Giyilebilir Teknoloji,Unisex,Akıllı Tartı,"bluetooth,vücut analizi,akıllı","akıllı tartı,bluetooth,fitness,sağlık","{""baglanti"":[""bluetooth""],""kullanim"":[""sağlık takibi"",""fitness""],""ozellik"":[""bluetooth"",""vücut analizi"",""akıllı""]}",999
4K Web Kamera,"Video konferans, yayın için 4K ve otomatik netleme özellikli web kamerası.",Elektronik,Bilgisayar,Unisex,Web Kamerası,"4K,otomatik netleme,mikrofon","web kamera,4k,toplantı,video","{""kullanim"":[""video konferans"",""yayın""],""cozunurluk"":[""4K""],""ozellik"":[""4K"",""otomatik netleme"",""mikrofon""]}",1899
Akıllı Ampul RGB,"Aydınlatma, akıllı ev için RGB ve wifi özellikli akıllı ampul.",Elektronik,Akıllı Ev,Unisex,Akıllı Ampul,"RGB,wifi,uygulama kontrollü","akıllı ampul,rgb,wifi,ev","{""baglanti"":[""wifi""],""kullanim"":[""aydınlatma"",""akıllı ev""],""ozellik"":[""RGB"",""wifi"",""uygulama kontrollü""]}",399
Akıllı Priz WiFi,"Akıllı ev, enerji kontrolü için wifi ve zamanlayıcı özellikli akıllı priz.",Elektronik,Akıllı Ev,Unisex,Akıllı Priz,"wifi,zamanlayıcı,uzaktan kontrol","akıllı priz,wifi,ev,uzaktan kontrol","{""baglanti"":[""wifi""],""kullanim"":[""akıllı ev"",""enerji kontrolü""],""ozellik"":[""wifi"",""zamanlayıcı"",""uzaktan kontrol""]}",499
Güvenlik Kamerası WiFi,Ev güvenliği için wifi ve gece görüş özellikli güvenlik kamerası.,Elektronik,Akıllı Ev,Unisex,Güvenlik Kamerası,"wifi,gece görüş,hareket algılama","güvenlik kamerası,wifi,gece görüş,ev","{""baglanti"":[""wifi""],""kullanim"":[""ev güvenliği""],""ozellik"":[""wifi"",""gece görüş"",""hareket algılama""]}",1499
Bluetooth Araç Kiti,"Araç, telefon görüşmesi için bluetooth ve eller serbest özellikli araç kiti.",Elektronik,Telefon Aksesuarı,Unisex,Araç Kiti,"bluetooth,eller serbest,kompakt","araç kiti,bluetooth,telefon,araba","{""baglanti"":[""bluetooth""],""kullanim"":[""araç"",""telefon görüşmesi""],""ozellik"":[""bluetooth"",""eller serbest"",""kompakt""]}",449
E-Kitap Okuyucu,"Okuma, seyahat için hafif ve uzun pil özellikli e-kitap okuyucu.",Elektronik,Giyilebilir Teknoloji,Unisex,E-Kitap Okuyucu,"hafif,uzun pil,göz dostu ekran","e-kitap,okuma,uzun pil,seyahat","{""kullanim"":[""okuma"",""seyahat""],""ozellik"":[""hafif"",""uzun pil"",""göz dostu ekran""]}",3999
Oyuncu Monitörü 27 İnç,"Oyun, bilgisayar için 27 inç ve yüksek yenileme özellikli monitör.",Elektronik,Bilgisayar,Unisex,Monitör,"27 inç,yüksek yenileme,oyuncu","monitör,oyuncu,27 inç,gaming","{""ekran_boyutu"":[""27 inç""],""kullanim"":[""oyun"",""bilgisayar""],""ozellik"":[""27 inç"",""yüksek yenileme"",""oyuncu""]}",8999
Mini Projeksiyon Cihazı,"Ev sinema, sunum için taşınabilir ve HD özellikli projeksiyon.",Elektronik,TV,Unisex,Projeksiyon,"taşınabilir,HD,ev sinema","projeksiyon,ev sinema,taşınabilir,film","{""kullanim"":[""ev sinema"",""sunum""],""cozunurluk"":[""HD""],""ozellik"":[""taşınabilir"",""HD"",""ev sinema""]}",4999
Kablosuz Yaka Mikrofonu,"Video çekimi, röportaj için kablosuz ve kompakt özellikli yaka mikrofonu.",Elektronik,Ses,Unisex,Yaka Mikrofonu,"kablosuz,kompakt,net ses","yaka mikrofonu,video,kablosuz,çekim","{""baglanti"":[""kablosuz""],""kullanim"":[""video çekimi"",""röportaj""],""ozellik"":[""kablosuz"",""kompakt"",""net ses""]}",1299
Tablet Kalemi,"Çizim, not alma için hassas uç ve şarjlı özellikli stylus kalem.",Elektronik,Telefon Aksesuarı,Unisex,Stylus Kalem,"hassas uç,şarjlı,çizim","tablet kalemi,stylus,çizim,not","{""baglanti"":[""bluetooth""],""kullanim"":[""çizim"",""not alma""],""ozellik"":[""hassas uç"",""şarjlı"",""çizim""]}",899
Akıllı Kapı Zili,Ev güvenliği için kamera ve wifi özellikli kapı zili.,Elektronik,Akıllı Ev,Unisex,Kapı Zili,"kamera,wifi,hareket algılama","akıllı kapı zili,kamera,wifi,ev güvenliği","{""baglanti"":[""wifi""],""kullanim"":[""ev güvenliği""],""ozellik"":[""kamera"",""wifi"",""hareket algılama""]}",1999
Su Geçirmez Kamp Brandası,"Koruma, barınma için su geçirmez ve hafif özellikli kamp brandası.",Kamp,Aksesuar,Unisex,Kamp Brandası,"su geçirmez,hafif,çok amaçlı","kamp,branda,yağmur,outdoor","{""kullanim"":[""koruma"",""barınma""],""ortam"":[""yağmur"",""kamp""],""ozellik"":[""su geçirmez"",""hafif"",""çok amaçlı""]}",499
